"year","county_name","county","deaths","pop_at_risk","rate","space.time"
1973,"Tuscarawas",79,43,80412,0.000534746057802318,519
1973,"Union",80,6,25975,0.000230991337824832,520
1973,"Van Wert",81,11,30246,0.000363684454142697,521
1973,"Vinton",82,4,10313,0.000387859982546301,522
1973,"Warren",83,13,88098,0.000147562941269949,523
1973,"Washington",84,20,59286,0.000337347771817967,524
1973,"Wayne",85,23,90712,0.000253549695740365,525
1973,"Williams",86,10,34990,0.000285795941697628,526
1973,"Wood",87,26,97650,0.000266257040450589,527
1973,"Wyandot",88,5,22817,0.00021913485559013,528
1974,"Adams",1,12,22558,0.000531962053373526,529
1974,"Allen",2,41,110676,0.000370450684881998,530
1974,"Ashland",3,12,44197,0.000271511641061611,531
1974,"Ashtabula",4,37,101077,0.00036605756007796,532
1974,"Athens",5,11,54052,0.000203507733293865,533
1974,"Auglaize",6,12,40907,0.000293348326692253,534
1974,"Belmont",7,61,82211,0.000741993163931834,535
1974,"Brown",8,11,29486,0.000373058400596893,536
1974,"Butler",9,78,239350,0.000325882598704826,537
1974,"Carroll",10,5,24013,0.000208220547203598,538
1974,"Champaign",11,12,32325,0.00037122969837587,539
1974,"Clark",12,53,155839,0.000340094584795847,540
1974,"Clermont",13,33,104895,0.000314600314600315,541
1974,"Clinton",14,11,33013,0.000333202071911065,542
1974,"Columbiana",15,31,111782,0.000277325508579199,543
1974,"Coshocton",16,12,35122,0.000341666192130289,544
1974,"Crawford",17,13,51466,0.000252593945517429,545
1974,"Cuyahoga",18,701,1616282,0.000433711443918821,546
1974,"Darke",19,14,53876,0.000259855965550523,547
1974,"Defiance",20,8,37788,0.000211707420345083,548
1974,"Delaware",21,16,49587,0.000322665214673201,549
1974,"Erie",22,25,78071,0.000320221336988126,550
1974,"Fairfield",23,37,81766,0.000452510823569699,551
1974,"Fayette",24,12,26702,0.000449404538985844,552
1974,"Franklin",25,301,864836,0.00034804286593065,553
1974,"Fulton",26,4,35979,0.000111175963756636,554
1974,"Gallia",27,13,27282,0.000476504655083938,555
1974,"Geauga",28,12,66105,0.000181529385069208,556
1974,"Greene",29,27,125865,0.000214515552377547,557
1974,"Guernsey",30,15,40384,0.000371434231378764,558
1974,"Hamilton",31,467,905183,0.000515917775742585,559
1974,"Hancock",32,20,63896,0.000313008639038437,560
1974,"Hardin",33,16,32101,0.000498426840285349,561
1974,"Harrison",34,4,17832,0.000224315836698071,562
1974,"Henry",35,6,28483,0.000210651967840466,563
1974,"Highland",36,15,31445,0.000477023374145333,564
1974,"Hocking",37,5,22153,0.000225703065047623,565
1974,"Holmes",38,3,26675,0.000112464854732896,566
1974,"Huron",39,9,52575,0.000171184022824536,567
1974,"Jackson",40,11,28835,0.000381480839257846,568
1974,"Jefferson",41,41,94330,0.00043464433372204,569
1974,"Knox",42,18,43771,0.00041123118046195,570
1974,"Lake",43,64,203651,0.000314263126623488,571
1974,"Lawrence",44,28,60103,0.000465866928439512,572
1974,"Licking",45,42,112351,0.000373828448344919,573
1974,"Logan",46,18,37218,0.00048363694986297,574
1974,"Lorain",47,72,268253,0.00026840333565701,575
1974,"Lucas",48,219,486349,0.000450293924733062,576
1974,"Madison",49,8,30829,0.000259495929157611,577
1974,"Mahoning",50,136,306291,0.000444022188049926,578
1974,"Marion",51,27,67540,0.000399763103346165,579
1974,"Medina",52,25,92976,0.00026888659438995,580
1974,"Meigs",53,7,21288,0.000328823750469748,581
1974,"Mercer",54,15,37647,0.000398438122559566,582
1974,"Miami",55,32,87887,0.000364103906152218,583
1974,"Monroe",56,6,15881,0.000377809961589321,584
1974,"Montgomery",57,243,585166,0.000415266778999463,585
1974,"Morgan",58,4,13310,0.000300525920360631,586
1974,"Morrow",59,5,25250,0.000198019801980198,587
1974,"Muskingum",60,39,80406,0.000485038429967913,588
1974,"Noble",61,4,10751,0.000372058413170868,589
1974,"Ottawa",62,12,39107,0.000306850435983328,590
1974,"Paulding",63,4,20427,0.000195819258824105,591
1974,"Perry",64,15,28961,0.000517937916508408,592
1974,"Pickaway",65,9,43554,0.000206640033062405,593
1974,"Pike",66,6,20465,0.000293183483997068,594
1974,"Portage",67,41,132611,0.000309174955320449,595
1974,"Preble",68,9,35503,0.000253499704250345,596
1974,"Putnam",69,6,32577,0.000184179022009393,597
1974,"Richland",70,45,130470,0.000344906875143711,598
1974,"Ross",71,19,61616,0.000308361464554661,599
1974,"Sandusky",72,17,63012,0.000269789881292452,600
1974,"Scioto",73,31,80116,0.000386938938539118,601
1974,"Seneca",74,22,62502,0.000351988736360436,602
1974,"Shelby",75,10,41079,0.000243433384454344,603
1974,"Stark",76,155,382326,0.000405413181421091,604
1974,"Summit",77,200,537697,0.000371956696801358,605
1974,"Trumbull",78,87,240477,0.000361780960341322,606
1974,"Tuscarawas",79,33,80918,0.000407820262487951,607
1974,"Union",80,11,28251,0.000389366748079714,608
1974,"Van Wert",81,12,29746,0.000403415585288778,609
1974,"Vinton",82,8,10333,0.000774218523178167,610
1974,"Warren",83,24,88477,0.000271256936831041,611
1974,"Washington",84,10,59838,0.000167117884956048,612
1974,"Wayne",85,20,91174,0.000219360782679273,613
1974,"Williams",86,11,35331,0.0003113413149925,614
1974,"Wood",87,26,101014,0.000257390064743501,615
1974,"Wyandot",88,6,23148,0.000259201658890617,616
1975,"Adams",1,12,22273,0.000538768913033718,617
1975,"Allen",2,35,110817,0.000315836017939486,618
1975,"Ashland",3,18,44818,0.000401624347360436,619
1975,"Ashtabula",4,26,101935,0.000255064501888458,620
1975,"Athens",5,20,52233,0.000382899699423736,621
1975,"Auglaize",6,12,42454,0.000282658877844255,622
1975,"Belmont",7,38,82801,0.00045893165541479,623
1975,"Brown",8,10,30048,0.000332800851970181,624
1975,"Butler",9,103,240620,0.000428060842822708,625
1975,"Carroll",10,6,24330,0.000246609124537608,626
1975,"Champaign",11,15,32318,0.000464137632279225,627
1975,"Clark",12,75,154520,0.000485374061610148,628
1975,"Clermont",13,36,109615,0.000328422204990193,629
1975,"Clinton",14,11,33281,0.000330518914696073,630
1975,"Columbiana",15,43,112298,0.000382909757965413,631
1975,"Coshocton",16,14,35741,0.000391707003161635,632
1975,"Crawford",17,24,51174,0.000468988158049009,633
1975,"Cuyahoga",18,728,1595198,0.000456369679500601,634
1975,"Darke",19,25,54269,0.000460668153089241,635
1975,"Defiance",20,4,38126,0.000104915280910665,636
1975,"Delaware",21,17,49367,0.000344359592440294,637
1975,"Erie",22,28,78392,0.000357179304010613,638
1975,"Fairfield",23,28,84076,0.000333032018649793,639
1975,"Fayette",24,7,26641,0.000262752899665928,640
1975,"Franklin",25,328,867442,0.000378123263572665,641
1975,"Fulton",26,14,35889,0.000390091671542813,642
1975,"Gallia",27,13,28853,0.000450559733823173,643
1975,"Geauga",28,14,67732,0.00020669698222406,644
1975,"Greene",29,26,125767,0.000206731495543346,645
1975,"Guernsey",30,19,40557,0.000468476465221787,646
1975,"Hamilton",31,430,892969,0.000481539672709803,647
1975,"Hancock",32,15,63888,0.000234785875281743,648
1975,"Hardin",33,12,32064,0.000374251497005988,649
1975,"Harrison",34,14,17685,0.000791631325982471,650
1975,"Henry",35,11,28408,0.000387214869050972,651
1975,"Highland",36,16,31322,0.000510823063661324,652
1975,"Hocking",37,11,22322,0.000492787384642953,653
1975,"Holmes",38,3,27350,0.000109689213893967,654
1975,"Huron",39,19,53732,0.000353606789250354,655
1975,"Jackson",40,14,29443,0.00047549502428421,656
1975,"Jefferson",41,45,94755,0.000474908975779642,657
1975,"Knox",42,19,44454,0.00042740810725694,658
1975,"Lake",43,62,209085,0.000296530119329459,659
1975,"Lawrence",44,45,59133,0.000760996397950383,660
1975,"Licking",45,52,115493,0.000450243737715706,661
1975,"Logan",46,17,38131,0.000445831475702185,662
1975,"Lorain",47,97,268486,0.000361285132185663,663
1975,"Lucas",48,249,484940,0.000513465583371139,664
1975,"Madison",49,5,32344,0.000154588177096216,665
1975,"Mahoning",50,139,289591,0.000479987292422762,666
1975,"Marion",51,33,67843,0.000486417169052076,667
1975,"Medina",52,24,96819,0.000247885229138909,668
1975,"Meigs",53,14,21537,0.000650044110136045,669
1975,"Mercer",54,21,37978,0.000552951708884091,670
1975,"Miami",55,39,88455,0.000440902153637443,671
1975,"Monroe",56,8,15839,0.000505082391565124,672
1975,"Montgomery",57,268,583121,0.000459595864323185,673
1975,"Morgan",58,5,13448,0.00037180249851279,674
1975,"Morrow",59,8,25974,0.000308000308000308,675
1975,"Muskingum",60,34,81894,0.000415170830585879,676
1975,"Noble",61,5,11134,0.00044907490569427,677
1975,"Ottawa",62,24,40023,0.000599655198261,678
1975,"Paulding",63,3,20807,0.000144182246359398,679
1975,"Perry",64,12,30410,0.000394607037158829,680
1975,"Pickaway",65,13,44317,0.000293341155764154,681
1975,"Pike",66,5,21126,0.000236675186973398,682
1975,"Portage",67,34,132523,0.000256559238773647,683
1975,"Preble",68,12,36175,0.000331720801658604,684
1975,"Putnam",69,8,33279,0.000240391838697076,685
1975,"Richland",70,48,130963,0.000366515733451433,686
1975,"Ross",71,18,62465,0.000288161370367406,687
1975,"Sandusky",72,17,63866,0.00026618231923089,688
1975,"Scioto",73,40,81275,0.000492156259612427,689
1975,"Seneca",74,25,62259,0.000401548370516712,690
1975,"Shelby",75,11,41667,0.000263997888016896,691
1975,"Stark",76,157,377968,0.000415379079710452,692
1975,"Summit",77,225,540074,0.000416609575724808,693
1975,"Trumbull",78,75,243923,0.000307474079935061,694
1975,"Tuscarawas",79,47,81885,0.000573975697624718,695
1975,"Union",80,11,27682,0.00039737013221588,696
1975,"Van Wert",81,18,29656,0.000606959805772862,697
1975,"Vinton",82,4,10425,0.000383693045563549,698
1975,"Warren",83,29,88513,0.0003276354885723,699
1975,"Washington",84,20,61101,0.000327326884993699,700
1975,"Wayne",85,31,94728,0.000327252765813698,701
1975,"Williams",86,9,35238,0.000255406095692151,702
1975,"Wood",87,32,99552,0.000321440051430408,703
1975,"Wyandot",88,9,23259,0.000386946988262608,704
1976,"Adams",1,10,23193,0.000431164575518475,705
1976,"Allen",2,54,109791,0.000491843593737192,706
1976,"Ashland",3,15,44494,0.000337124106621117,707
1976,"Ashtabula",4,40,101116,0.000395585268404605,708
1976,"Athens",5,25,51508,0.000485361497243147,709
1976,"Auglaize",6,20,41319,0.000484038819913357,710
1976,"Belmont",7,39,83259,0.000468417828703203,711
1976,"Brown",8,14,30025,0.000466278101582015,712
1976,"Butler",9,105,241318,0.00043511051807159,713
1976,"Carroll",10,7,24722,0.000283148612571798,714
1976,"Champaign",11,13,32873,0.000395461320840812,715
1976,"Clark",12,76,151657,0.000501130841306369,716
1976,"Clermont",13,33,111781,0.000295220117909126,717
1976,"Clinton",14,11,33537,0.00032799594477741,718
1976,"Columbiana",15,49,112805,0.000434377908780639,719
1976,"Coshocton",16,13,35328,0.000367980072463768,720
1976,"Crawford",17,25,51186,0.000488414800922127,721
1976,"Cuyahoga",18,760,1578170,0.00048157042650665,722
1976,"Darke",19,16,55189,0.000289912844950987,723
1976,"Defiance",20,9,38396,0.000234399416605896,724
1976,"Delaware",21,15,49834,0.00030099931773488,725
1976,"Erie",22,40,78246,0.00051120824067684,726
1976,"Fairfield",23,36,85472,0.000421190565331337,727
1976,"Fayette",24,11,26974,0.000407800103803663,728
1976,"Franklin",25,338,868966,0.0003889680378749,729
1976,"Fulton",26,12,36503,0.000328740103553133,730
1976,"Gallia",27,13,28709,0.00045281967327319,731
1976,"Geauga",28,15,67838,0.00022111500928683,732
1976,"Greene",29,37,127975,0.000289118968548545,733
1976,"Guernsey",30,20,40304,0.000496228662167527,734
1976,"Hamilton",31,492,894106,0.000550270325889771,735
1976,"Hancock",32,24,63869,0.000375769152483991,736
1976,"Hardin",33,17,32422,0.000524335327863796,737
1976,"Harrison",34,6,17561,0.000341666192130289,738
1976,"Henry",35,11,28346,0.000388061807662457,739
1976,"Highland",36,20,32808,0.00060960741282614,740
1976,"Hocking",37,6,22904,0.000261962975899406,741
1976,"Holmes",38,9,27875,0.000322869955156951,742
1976,"Huron",39,15,53452,0.000280625608022151,743
1976,"Jackson",40,22,30149,0.000729709111413314,744
1976,"Jefferson",41,53,93747,0.00056535142457892,745
1976,"Knox",42,20,44382,0.000450633139561083,746
1976,"Lake",43,62,209714,0.000295640729755763,747
1976,"Lawrence",44,15,61393,0.00024432752919714,748
1976,"Licking",45,50,115142,0.000434246408782199,749
1976,"Logan",46,23,38207,0.0006019839296464,750
1976,"Lorain",47,93,265032,0.000350901023272661,751
1976,"Lucas",48,246,477884,0.000514769274551983,752
1976,"Madison",49,10,32077,0.00031174985191882,753
1976,"Mahoning",50,144,297632,0.000483818944199548,754
1976,"Marion",51,26,67342,0.000386088919248018,755
1976,"Medina",52,25,99093,0.000252288254468025,756
1976,"Meigs",53,12,21899,0.000547970226951002,757
1976,"Mercer",54,11,37789,0.000291089999735373,758
1976,"Miami",55,40,88480,0.000452079566003617,759
1976,"Monroe",56,6,15955,0.000376057662174867,760
1976,"Montgomery",57,266,577371,0.000460708972220635,761
1976,"Morgan",58,8,13540,0.000590841949778434,762
1976,"Morrow",59,9,25878,0.000347785763969395,763
1976,"Muskingum",60,42,82021,0.000512063983613953,764
1976,"Noble",61,5,11172,0.000447547440028643,765
1976,"Ottawa",62,19,39068,0.000486331524521347,766
1976,"Paulding",63,5,20602,0.000242694883991845,767
1976,"Perry",64,15,29765,0.000503947589450697,768
1976,"Pickaway",65,14,43964,0.00031844236193249,769
1976,"Pike",66,11,21394,0.000514162849397027,770
1976,"Portage",67,35,133569,0.000262036849867859,771
1976,"Preble",68,12,36532,0.00032847914157451,772
1976,"Putnam",69,15,33759,0.000444325957522438,773
1976,"Richland",70,54,131303,0.000411262499714401,774
1976,"Ross",71,17,62384,0.000272505770710439,775
1976,"Sandusky",72,19,63485,0.000299283295266598,776
1976,"Scioto",73,38,85006,0.000447027268663388,777
1976,"Seneca",74,29,61934,0.000468240384925889,778
1976,"Shelby",75,18,41542,0.000433296422897309,779
1976,"Stark",76,179,375740,0.000476393250652047,780
1976,"Summit",77,206,534232,0.000385600263555908,781
1976,"Trumbull",78,94,239970,0.000391715631120557,782
1976,"Tuscarawas",79,30,82672,0.000362879814205535,783
1976,"Union",80,8,28294,0.000282745458401074,784
1976,"Van Wert",81,11,29557,0.000372162262746558,785
1976,"Vinton",82,3,10416,0.000288018433179724,786
1976,"Warren",83,29,91149,0.000318160374770979,787
1976,"Washington",84,23,60848,0.000377991059689719,788
1976,"Wayne",85,22,94097,0.000233801290158028,789
1976,"Williams",86,15,35323,0.000424652492710132,790
1976,"Wood",87,25,100495,0.00024876859545251,791
1976,"Wyandot",88,4,23065,0.000173422935183178,792
1977,"Adams",1,7,23562,0.00029708853238265,793
1977,"Allen",2,63,110487,0.000570202829292134,794
1977,"Ashland",3,15,44708,0.00033551042319048,795
1977,"Ashtabula",4,41,101545,0.000403761878969915,796
1977,"Athens",5,18,53994,0.000333370374486054,797
1977,"Auglaize",6,18,41524,0.000433484250072247,798
1977,"Belmont",7,46,82514,0.00055748115471314,799
1977,"Brown",8,11,30597,0.000359512370493839,800
1977,"Butler",9,104,246005,0.000422755635048068,801
1977,"Carroll",10,10,25171,0.000397282587104207,802
1977,"Champaign",11,16,33181,0.000482203670775444,803
1977,"Clark",12,71,150800,0.000470822281167109,804
1977,"Clermont",13,44,115394,0.000381302320744579,805
1977,"Clinton",14,14,33992,0.000411861614497529,806
1977,"Columbiana",15,53,113792,0.00046576209223847,807
1977,"Coshocton",16,15,35299,0.000424941216465056,808
1977,"Crawford",17,17,50859,0.000334257456890619,809
1977,"Cuyahoga",18,786,1558647,0.000504283522824604,810
1977,"Darke",19,25,55031,0.000454289400519707,811
1977,"Defiance",20,12,38898,0.000308499151627333,812
1977,"Delaware",21,12,50816,0.000236146095717884,813
1977,"Erie",22,34,78439,0.000433457846224455,814
1977,"Fairfield",23,36,86447,0.000416440130947286,815
1977,"Fayette",24,10,27131,0.000368582064796727,816
1977,"Franklin",25,350,875089,0.000399959318423612,817
1977,"Fulton",26,2,37131,5.38633486843877e-05,818
1977,"Gallia",27,12,30130,0.000398274145370063,819
1977,"Geauga",28,24,70373,0.000341039887456837,820
1977,"Greene",29,46,128552,0.000357831850146244,821
1977,"Guernsey",30,20,40228,0.000497166152928309,822
1977,"Hamilton",31,536,890008,0.000602241777601999,823
1977,"Hancock",32,14,64064,0.000218531468531469,824
1977,"Hardin",33,24,32353,0.000741816833060304,825
1977,"Harrison",34,7,17331,0.000403900525070683,826
1977,"Henry",35,10,28420,0.000351864883884588,827
1977,"Highland",36,17,33287,0.000510709886742572,828
1977,"Hocking",37,10,23188,0.000431257547007073,829
1977,"Holmes",38,5,28698,0.000174228169210398,830
1977,"Huron",39,16,53928,0.000296691885476932,831
1977,"Jackson",40,18,30078,0.000598444045481747,832
1977,"Jefferson",41,56,93223,0.000600710125183699,833
1977,"Knox",42,18,45221,0.000398045156011588,834
1977,"Lake",43,75,209768,0.000357537851340529,835
1977,"Lawrence",44,37,61949,0.000597265492582608,836
1977,"Licking",45,55,116310,0.000472874215458688,837
1977,"Logan",46,23,38386,0.000599176783202209,838
1977,"Lorain",47,91,270737,0.000336119555140228,839
1977,"Lucas",48,205,474495,0.000432038272268412,840
1977,"Madison",49,20,31969,0.000625606055866621,841
1977,"Mahoning",50,138,297033,0.000464594842997243,842
1977,"Marion",51,37,66949,0.000552659487072249,843
1977,"Medina",52,32,103102,0.000310372252720607,844
1977,"Meigs",53,10,22138,0.000451711988436173,845
1977,"Mercer",54,11,38249,0.000287589218018772,846
1977,"Miami",55,58,88980,0.000651831872330861,847
1977,"Monroe",56,1,16279,6.14288346950058e-05,848
1977,"Montgomery",57,276,571005,0.000483358289331967,849
1977,"Morgan",58,2,13437,0.000148842747637121,850
1977,"Morrow",59,7,26465,0.000264500283393161,851
1977,"Muskingum",60,50,83031,0.000602184726186605,852
1977,"Noble",61,5,11185,0.000447027268663388,853
1977,"Ottawa",62,20,40076,0.000499051801577004,854
1977,"Paulding",63,5,20783,0.000240581244286195,855
1977,"Perry",64,13,30208,0.000430349576271186,856
1977,"Pickaway",65,16,44104,0.000362778886268819,857
1977,"Pike",66,5,21615,0.000231320842007865,858
1977,"Portage",67,38,133367,0.000284928055665944,859
1977,"Preble",68,11,36839,0.000298596595998806,860
1977,"Putnam",69,8,33526,0.000238620771938197,861
1977,"Richland",70,48,130581,0.000367587933926069,862
1977,"Ross",71,38,63698,0.00059656504128858,863
1977,"Sandusky",72,26,63787,0.000407606565601141,864
1977,"Scioto",73,32,84500,0.000378698224852071,865
1977,"Seneca",74,31,62251,0.000497983968129026,866
1977,"Shelby",75,11,42084,0.000261381997908944,867
1977,"Stark",76,137,376118,0.000364247390446615,868
1977,"Summit",77,248,528581,0.000469180693214474,869
1977,"Trumbull",78,76,241863,0.000314227475885108,870
1977,"Tuscarawas",79,46,82977,0.000554370488207576,871
1977,"Union",80,8,31013,0.000257956340889304,872
1977,"Van Wert",81,16,30308,0.000527913422198759,873
1977,"Vinton",82,3,10792,0.000277983691623425,874
1977,"Warren",83,29,93554,0.000309981401115933,875
1977,"Washington",84,26,61521,0.000422619918401847,876
1977,"Wayne",85,24,94157,0.000254893422687639,877
1977,"Williams",86,10,35555,0.000281254394599916,878
1977,"Wood",87,30,101988,0.00029415225320626,879
1977,"Wyandot",88,10,22869,0.000437273164545892,880
1978,"Adams",1,13,23917,0.000543546431408622,881
1978,"Allen",2,42,109901,0.000382162127733142,882
1978,"Ashland",3,13,45323,0.000286830086269664,883
1978,"Ashtabula",4,49,102462,0.000478226074056723,884
1978,"Athens",5,30,55134,0.000544128849711612,885
1978,"Auglaize",6,11,42054,0.000261568459599562,886
1978,"Belmont",7,35,82174,0.000425925475211137,887
1978,"Brown",8,16,31292,0.00051131279560271,888
1978,"Butler",9,123,251343,0.000489371098459078,889
1978,"Carroll",10,9,25719,0.000349935845095066,890
1978,"Champaign",11,13,33406,0.000389151649404299,891
1978,"Clark",12,64,150634,0.000424870879084403,892
1978,"Clermont",13,58,120652,0.000480721413652488,893
1978,"Clinton",14,17,34397,0.000494229147890804,894
1978,"Columbiana",15,48,114611,0.000418807967821588,895
1978,"Coshocton",16,15,35469,0.000422904508162057,896
1978,"Crawford",17,30,51407,0.000583578111930282,897
1978,"Cuyahoga",18,781,1538724,0.000507563409682308,898
1978,"Darke",19,25,54691,0.000457113601872337,899
1978,"Defiance",20,10,39179,0.000255238775874831,900
1978,"Delaware",21,20,51953,0.000384963332242604,901
1978,"Erie",22,39,78711,0.00049548347753173,902
1978,"Fairfield",23,40,88739,0.00045076009420886,903
1978,"Fayette",24,13,27034,0.000480875934009026,904
1978,"Franklin",25,357,877061,0.000407041243425486,905
1978,"Fulton",26,13,37493,0.00034673138985944,906
1978,"Gallia",27,17,29712,0.000572159396876683,907
1978,"Geauga",28,15,73210,0.000204890042343942,908
1978,"Greene",29,47,129345,0.000363369283698635,909
1978,"Guernsey",30,20,40484,0.000494022329809307,910
1978,"Hamilton",31,483,886806,0.000544651254051055,911
1978,"Hancock",32,17,64856,0.000262119156284692,912
1978,"Hardin",33,13,32591,0.000398883127243718,913
1978,"Harrison",34,8,17338,0.000461414234629138,914
1978,"Henry",35,8,28986,0.000275995308079763,915
1978,"Highland",36,19,33419,0.000568538855142284,916
1978,"Hocking",37,9,23266,0.000386830568211124,917
1978,"Holmes",38,5,29462,0.000169710135089268,918
1978,"Huron",39,29,54336,0.000533716136631331,919
1978,"Jackson",40,19,30056,0.000632153313814213,920
1978,"Jefferson",41,60,92460,0.000648929266709929,921
1978,"Knox",42,14,46228,0.000302846759539673,922
1978,"Lake",43,81,210956,0.000383966324731224,923
1978,"Lawrence",44,33,62430,0.000528592023065834,924
1978,"Licking",45,47,118681,0.000396019581904433,925
1978,"Logan",46,17,38807,0.000438065297497874,926
1978,"Lorain",47,88,275435,0.00031949461760488,927
1978,"Lucas",48,235,469325,0.000500719117882065,928
1978,"Madison",49,14,32216,0.000434566674944127,929
1978,"Mahoning",50,158,292495,0.000540180174020069,930
1978,"Marion",51,41,66794,0.000613827589304429,931
1978,"Medina",52,32,107733,0.000297030622000687,932
1978,"Meigs",53,9,22327,0.000403099386393156,933
1978,"Mercer",54,14,38319,0.000365354001931157,934
1978,"Miami",55,28,89888,0.000311498754004984,935
1978,"Monroe",56,6,16550,0.000362537764350453,936
1978,"Montgomery",57,279,569496,0.000489906865017489,937
1978,"Morgan",58,7,13645,0.000513008427995603,938
1978,"Morrow",59,8,26674,0.000299917522681263,939
1978,"Muskingum",60,59,83000,0.000710843373493976,940
1978,"Noble",61,5,11183,0.000447107216310471,941
1978,"Ottawa",62,14,40502,0.000345661942620118,942
1978,"Paulding",63,12,21008,0.000571210967250571,943
1978,"Perry",64,14,30858,0.000453691101173116,944
1978,"Pickaway",65,9,44333,0.000203009045180791,945
1978,"Pike",66,8,22132,0.000361467558286644,946
1978,"Portage",67,33,134325,0.000245672808486879,947
1978,"Preble",68,13,37183,0.000349622139149611,948
1978,"Putnam",69,8,33213,0.00024086953903592,949
1978,"Richland",70,52,130900,0.000397249809014515,950
1978,"Ross",71,33,64553,0.000511207844716744,951
1978,"Sandusky",72,31,64040,0.000484072454715803,952
1978,"Scioto",73,34,83868,0.000405398960270902,953
1978,"Seneca",74,29,62626,0.00046306645802063,954
1978,"Shelby",75,13,42773,0.000303930049330185,955
1978,"Stark",76,157,378316,0.000414996986646084,956
1978,"Summit",77,246,523969,0.000469493424229296,957
1978,"Trumbull",78,91,244996,0.000371434635667521,958
1978,"Tuscarawas",79,30,83338,0.000359979841128897,959
1978,"Union",80,10,29404,0.000340089783702898,960
1978,"Van Wert",81,9,30489,0.000295188428613598,961
1978,"Vinton",82,3,10995,0.000272851296043656,962
1978,"Warren",83,33,96229,0.000342931964376643,963
1978,"Washington",84,26,62727,0.000414494555773431,964
1978,"Wayne",85,24,95511,0.000251279957282407,965
1978,"Williams",86,8,35918,0.000222729550643132,966
1978,"Wood",87,22,104134,0.000211266253096971,967
1978,"Wyandot",88,16,22785,0.000702216370419135,968
1979,"Adams",1,5,23948,0.000208785702355103,969
1979,"Allen",2,76,111387,0.000682305834612657,970
1979,"Ashland",3,11,45781,0.000240274349621022,971
1979,"Ashtabula",4,38,103767,0.000366205055557162,972
1979,"Athens",5,30,55189,0.0005435865842831,973
1979,"Auglaize",6,18,42474,0.000423788670716203,974
1979,"Belmont",7,40,83336,0.000479984640491504,975
1979,"Brown",8,7,31552,0.000221855983772819,976
1979,"Butler",9,91,256571,0.000354677652579598,977
1979,"Carroll",10,12,25553,0.000469612178609165,978
1979,"Champaign",11,12,33875,0.000354243542435424,979
1979,"Clark",12,60,150905,0.000397601139789934,980
1979,"Clermont",13,51,124709,0.000408952040349935,981
1979,"Clinton",14,11,34598,0.000317937453031967,982
1979,"Columbiana",15,55,113822,0.000483210627119538,983
1979,"Coshocton",16,13,35783,0.000363301008858955,984
1979,"Crawford",17,23,50749,0.000453210900707403,985
1979,"Cuyahoga",18,825,1517979,0.000543485779447542,986
1979,"Darke",19,22,55547,0.000396060993392983,987
1979,"Defiance",20,15,39934,0.000375619772624831,988
1979,"Delaware",21,25,53600,0.000466417910447761,989
1979,"Erie",22,33,78315,0.000421375215475962,990
1979,"Fairfield",23,41,91423,0.000448464828325476,991
1979,"Fayette",24,15,27453,0.000546388372855426,992
1979,"Franklin",25,402,878354,0.000457674240682003,993
1979,"Fulton",26,12,37721,0.000318125182259219,994
1979,"Gallia",27,20,29464,0.000678794461037198,995
1979,"Geauga",28,20,73538,0.000271968234110256,996
1979,"Greene",29,49,129791,0.000377530029046698,997
1979,"Guernsey",30,17,41064,0.000413987921293591,998
1979,"Hamilton",31,528,881168,0.000599204691954315,999
1979,"Hancock",32,24,64667,0.000371132107566456,1000
1979,"Hardin",33,11,32320,0.000340346534653465,1001
1979,"Harrison",34,7,17769,0.000393944510101863,1002
1979,"Henry",35,6,28560,0.000210084033613445,1003
1979,"Highland",36,24,33456,0.000717360114777618,1004
1979,"Hocking",37,9,23962,0.000375594691595025,1005
1979,"Holmes",38,4,29529,0.000135460056215923,1006
1979,"Huron",39,26,54590,0.000476277706539659,1007
1979,"Jackson",40,21,30378,0.000691289749160577,1008
1979,"Jefferson",41,57,91052,0.000626015903000483,1009
1979,"Knox",42,25,46692,0.00053542362717382,1010
1979,"Lake",43,87,212405,0.000409594877710035,1011
1979,"Lawrence",44,35,63166,0.000554095557736757,1012
1979,"Licking",45,57,119933,0.000475265356490707,1013
1979,"Logan",46,11,38867,0.000283016440682327,1014
1979,"Lorain",47,121,273049,0.000443143904573904,1015
1979,"Lucas",48,280,472282,0.000592866126593857,1016
1979,"Madison",49,10,32470,0.000307976593778873,1017
1979,"Mahoning",50,137,289471,0.000473277115842347,1018
1979,"Marion",51,25,67209,0.000371973991578509,1019
1979,"Medina",52,27,111242,0.000242714082810449,1020
1979,"Meigs",53,19,22959,0.000827562176052964,1021
1979,"Mercer",54,16,38326,0.000417471168397433,1022
1979,"Miami",55,44,90353,0.000486978849623145,1023
1979,"Monroe",56,7,17119,0.000408902389158245,1024
1979,"Montgomery",57,259,572382,0.000452495012072357,1025
1979,"Morgan",58,7,13907,0.000503343639893579,1026
1979,"Morrow",59,9,26957,0.000333865044329859,1027
1979,"Muskingum",60,49,83311,0.000588157626243833,1028
1979,"Noble",61,6,11162,0.000537538075613689,1029
1979,"Ottawa",62,10,40552,0.000246596961925429,1030
1979,"Paulding",63,13,21259,0.000611505715226492,1031
1979,"Perry",64,10,30910,0.000323519896473633,1032
1979,"Pickaway",65,27,44077,0.000612564375978401,1033
1979,"Pike",66,8,22397,0.000357190695182391,1034
1979,"Portage",67,38,134256,0.000283041353831486,1035
